Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37,Diesel,1520,3805,1680,Hatchback,5,,,20.7,,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,,,165/70R14,165/70R14,Electric Power,All Windows,,,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5,Fabric,Automatic,2450,165/70R14,,2,CD Player with USB & Aux-in,Yes,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,Normal,Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",1186,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37,Diesel,1520,3805,1680,Hatchback,5,,,20.7,,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,,,175/60R15,175/60R15,Electric Power,All Windows,,Smart Key,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5,Leather,Manual,2450,175/60R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,
Hyundai,Xcent,S 1.2,"Rs. 6,43,769",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,20.14,,,5,165,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65R14,165/65R14,Electric Power,All Windows,,Remote,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,165/65R14,,Yes,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"Internal, With Remote",407,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,,,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,
Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,17.36,,,4,165,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65 R14,165/65 R14,Electric Power,All Windows,,Yes,82PS@6000rpm,114Nm@6000rpm,,,Yes,,5,Fabric,Automatic,2425,14,,,USB & Aux-in,Yes,,,Yes,Internal,407,,,Yes,,Front,,Front & Rear,,,Yes,Internal,,Manual,Analog,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,,Yes,,,,,Yes,,,,,,,,,,,,,,,,
Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,20.14,,1100 kg,5,165,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65R14,165/65R14,Electric Power,All Windows,,Remote,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,165/65R14,,2,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"Internal, With Remote",407,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,
Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,,,1100 kg,5,165,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,175/60R15,175/60R15,Electric Power,All Windows,,Smart Key,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,175/60R15,Yes,Yes,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"Internal, With Remote",407,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,,,,,Yes,,,,,,,,,
Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,,,1100 kg,5,165,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,165/65R14,165/65R14,Electric Power,All Windows,,Remote,72PS@4000rpm,180Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,165/65R14,,Yes,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"With Remote, Internal",407,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,Yes,,,,,,,,,,,,,
Hyundai,Xcent,E,"Rs. 5,81,078",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,,,1100 kg,5,165,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65R14,165/65R14,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,165/65R14,,Yes,Not on offer,,,,,Internal,407,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,,Yes,,,,,,,Yes,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,25.4,,1100 kg,5,165,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65R14,165/65R14,Electric Power,All Windows,,Remote,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,165/65R14,,2,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"With Remote, Internal",407,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,,,,,,,,,,
Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,25.4,,1100 kg,5,165,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,175/60R15,175/60R15,Electric Power,All Windows,,Smart Key,72PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425,175/60R15,Yes,2,CD Player with USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"With Remote, Internal",407,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,,,,,,,,,
Hyundai,Xcent,E Crdi,"Rs. 6,73,261",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,,,1100 kg,5,165,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479,1493,165/65R14,165/65R14,Electric Power,Only Front Windows,,,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,2,5,Fabric,Manual,2425,165/65R14,,Yes,Not on offer,,,,,Internal,407,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,,Yes,,,,,,,Yes,,,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,
Nissan,Micra,Xl (O) Cvt,"Rs. 6,62,880",1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,,,19.34,,930 kg,5,154,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,77PS@6000rpm,104Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2450,165/70 R14,,Yes,CD Player with USB & Aux-in,,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,9.8,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Micra,Xv Cvt,"Rs. 7,81,686",1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,,,19.34,,,5,154,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,175/60R15,175/60R15,Electric Power,All Windows,,Remote,77PS@6000rpm,104Nm@4400rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2450,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,9.8,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,,,,Yes,,,,,Yes,,,,,,,,,,,
Nissan,Micra,Xld (O),"Rs. 7,43,504",1461,4,8,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,,,23.08,,,5,150,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,64PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2450,14x5.5j Steel,,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Micra,Xvd,"Rs. 8,12,964",1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,19.5,19.5,23.08,,1001 kg,5,150,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,1470,1475,175/60R15,175/60R15,Electric Power,All Windows,,Remote,64PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2450,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1425 kg,"Driver frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,,,,Yes,,,,,,,Yes,,,,,,,,,
Mahindra,Bolero,Zlx,"Rs. 9,42,263",2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,9.4,13.6,15.96,,1615 kg,5,180,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,1460,1355,215/75R15,215/75R15,Yes,All Windows,,Remote,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Digital,Yes,7,Fabric,Manual,2680,215/75R15,,Yes,CD/MP3 Player,,,2 years / Unlimited Kms,,Manual,1702,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1965 kg,,Yes,,Yes,,,18:01,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,
Mahindra,Bolero,Slx,"Rs. 9,17,055",2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,15.5,15.96,,1615 kg,5,180,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,,,215/75R15,215/75R15,Yes,All Windows,,Remote,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Digital,Yes,7,Fabric,Manual,2680,215/75R15,,Yes,CD/MP3 Player,,,2 years / Unlimited Kms,,Manual,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,
Mahindra,Bolero,Sle,"Rs. 8,60,720",2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,15.5,15.96,,1615 kg,5,180,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,,,215/75R15,215/75R15,Yes,,,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Digital,Yes,7,Fabric,Manual,2680,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,
Mahindra,Bolero,Ex,"Rs. 8,15,883",2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,13.6,15.96,,1615 kg,5,183,Ventilated Disc,Drum,Rigid leaf spring,Rigid leaf spring,,,215/75R15,215/75R15,,,,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Yes,Digital,Yes,7,Fabric,Manual,2794,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,13.6,15.96,,1615 kg,5,183,Ventilated Disc,Drum,Rigid leaf spring,Rigid leaf spring,,,215/75R15,215/75R15,,,,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Yes,Digital,Yes,7,Fabric,Manual,2794,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,,Driver & Front Passenger,,,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,,1105 kg,5,170,Ventilated Disc,Drum,McPherson,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,,1105 kg,5,170,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,,,,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,,,,,,
